Plate	Patient	Cell_type	Well	Count
AS-198	RN	CD34	A1	67
AS-198	RN	CD34	A2	481
AS-198	RN	CD34	A3	164
AS-198	RN	CD34	A4	382
AS-198	RN	CD34	A5	39
AS-198	RN	CD34	A6	317
AS-198	RN	CD34	A7	148
AS-198	RN	CD34	A8	704
AS-198	RN	CD34	A9	296
AS-198	RN	CD34	A10	24
AS-198	RN	CD34	A11	89
AS-198	RN	CD34	A12	442
AS-198	RN	CD34	A13	543
AS-198	RN	CD34	A14	10
AS-198	RN	CD34	A15	43
AS-198	RN	CD34	A16	434
AS-198	RN	CD34	A17	420
AS-198	RN	CD34	A18	272
AS-198	RN	CD34	A19	805
AS-198	RN	CD34	A20	567
AS-198	RN	CD34	A21	113
AS-198	RN	CD34	A22	851
AS-198	RN	CD34	A23	1072
AS-198	RN	CD34	A24	191
AS-198	RN	CD34	B1	679
AS-198	RN	CD34	B2	1164
AS-198	RN	CD34	B3	672
AS-198	RN	CD34	B4	3603
AS-198	RN	CD34	B5	249
AS-198	RN	CD34	B6	5224
AS-198	RN	CD34	B7	1980
AS-198	RN	CD34	B8	1975
AS-198	RN	CD34	B9	4180
AS-198	RN	CD34	B10	150
AS-198	RN	CD34	B11	211
AS-198	RN	CD34	B12	11565
AS-198	RN	CD34	B13	5822
AS-198	RN	CD34	B14	198
AS-198	RN	CD34	B15	328
AS-198	RN	CD34	B16	3521
AS-198	RN	CD34	B17	6542
AS-198	RN	CD34	B18	8287
AS-198	RN	CD34	B19	3925
AS-198	RN	CD34	B20	6953
AS-198	RN	CD34	B21	584
AS-198	RN	CD34	B22	1883
AS-198	RN	CD34	B23	562
AS-198	RN	CD34	B24	1751
AS-198	RN	CD34	C1	302
AS-198	RN	CD34	C2	2655
AS-198	RN	CD34	C3	613
AS-198	RN	CD34	C4	1279
AS-198	RN	CD34	C5	116
AS-198	RN	CD34	C6	2019
AS-198	RN	CD34	C7	1158
AS-198	RN	CD34	C8	4797
AS-198	RN	CD34	C9	8874
AS-198	RN	CD34	C10	277
AS-198	RN	CD34	C11	295
AS-198	RN	CD34	C12	8889
AS-198	RN	CD34	C13	7491
AS-198	RN	CD34	C14	389
AS-198	RN	CD34	C15	164
AS-198	RN	CD34	C16	6071
AS-198	RN	CD34	C17	3277
AS-198	RN	CD34	C18	5094
AS-198	RN	CD34	C19	1344
AS-198	RN	CD34	C20	5197
AS-198	RN	CD34	C21	1207
AS-198	RN	CD34	C22	5201
AS-198	RN	CD34	C23	576
AS-198	RN	CD34	C24	487
AS-198	RN	CD34	D1	358
AS-198	RN	CD34	D2	2979
AS-198	RN	CD34	D3	2256
AS-198	RN	CD34	D4	3505
AS-198	RN	CD34	D5	428
AS-198	RN	CD34	D6	10155
AS-198	RN	CD34	D7	1963
AS-198	RN	CD34	D8	5472
AS-198	RN	CD34	D9	5880
AS-198	RN	CD34	D10	489
AS-198	RN	CD34	D11	259
AS-198	RN	CD34	D12	8908
AS-198	RN	CD34	D13	7985
AS-198	RN	CD34	D14	227
AS-198	RN	CD34	D15	141
AS-198	RN	CD34	D16	5054
AS-198	RN	CD34	D17	4033
AS-198	RN	CD34	D18	3726
AS-198	RN	CD34	D19	1973
AS-198	RN	CD34	D20	2357
AS-198	RN	CD34	D21	1369
AS-198	RN	CD34	D22	968
AS-198	RN	CD34	D23	647
AS-198	RN	CD34	D24	431
AS-198	RN	CD34	E1	408
AS-198	RN	CD34	E2	5668
AS-198	RN	CD34	E3	859
AS-198	RN	CD34	E4	4885
AS-198	RN	CD34	E5	423
AS-198	RN	CD34	E6	2640
AS-198	RN	CD34	E7	1494
AS-198	RN	CD34	E8	7349
AS-198	RN	CD34	E9	3961
AS-198	RN	CD34	E10	187
AS-198	RN	CD34	E11	382
AS-198	RN	CD34	E12	13618
AS-198	RN	CD34	E13	8056
AS-198	RN	CD34	E14	180
AS-198	RN	CD34	E15	183
AS-198	RN	CD34	E16	5918
AS-198	RN	CD34	E17	7615
AS-198	RN	CD34	E18	6471
AS-198	RN	CD34	E19	5394
AS-198	RN	CD34	E20	2541
AS-198	RN	CD34	E21	2920
AS-198	RN	CD34	E22	4337
AS-198	RN	CD34	E23	610
AS-198	RN	CD34	E24	840
AS-198	RN	CD34	F1	246
AS-198	RN	CD34	F2	1956
AS-198	RN	CD34	F3	2783
AS-198	RN	CD34	F4	3790
AS-198	RN	CD34	F5	132
AS-198	RN	CD34	F6	4026
AS-198	RN	CD34	F7	2280
AS-198	RN	CD34	F8	5669
AS-198	RN	CD34	F9	1986
AS-198	RN	CD34	F10	245
AS-198	RN	CD34	F11	127
AS-198	RN	CD34	F12	3871
AS-198	RN	CD34	F13	8918
AS-198	RN	CD34	F14	98
AS-198	RN	CD34	F15	110
AS-198	RN	CD34	F16	5139
AS-198	RN	CD34	F17	7049
AS-198	RN	CD34	F18	1062
AS-198	RN	CD34	F19	7987
AS-198	RN	CD34	F20	1471
AS-198	RN	CD34	F21	642
AS-198	RN	CD34	F22	1681
AS-198	RN	CD34	F23	384
AS-198	RN	CD34	F24	655
AS-198	RN	CD34	G1	298
AS-198	RN	CD34	G2	3201
AS-198	RN	CD34	G3	2854
AS-198	RN	CD34	G4	3850
AS-198	RN	CD34	G5	392
AS-198	RN	CD34	G6	4698
AS-198	RN	CD34	G7	2020
AS-198	RN	CD34	G8	6694
AS-198	RN	CD34	G9	6958
AS-198	RN	CD34	G10	144
AS-198	RN	CD34	G11	450
AS-198	RN	CD34	G12	5039
AS-198	RN	CD34	G13	8302
AS-198	RN	CD34	G14	78
AS-198	RN	CD34	G15	281
AS-198	RN	CD34	G16	1578
AS-198	RN	CD34	G17	2815
AS-198	RN	CD34	G18	1889
AS-198	RN	CD34	G19	3356
AS-198	RN	CD34	G20	1755
AS-198	RN	CD34	G21	642
AS-198	RN	CD34	G22	2386
AS-198	RN	CD34	G23	1002
AS-198	RN	CD34	G24	1211
AS-198	RN	CD34	H1	488
AS-198	RN	CD34	H2	1466
AS-198	RN	CD34	H3	871
AS-198	RN	CD34	H4	5858
AS-198	RN	CD34	H5	354
AS-198	RN	CD34	H6	11769
AS-198	RN	CD34	H7	2936
AS-198	RN	CD34	H8	2988
AS-198	RN	CD34	H9	2192
AS-198	RN	CD34	H10	336
AS-198	RN	CD34	H11	394
AS-198	RN	CD34	H12	10896
AS-198	RN	CD34	H13	7408
AS-198	RN	CD34	H14	279
AS-198	RN	CD34	H15	185
AS-198	RN	CD34	H16	1882
AS-198	RN	CD34	H17	2490
AS-198	RN	CD34	H18	5710
AS-198	RN	CD34	H19	9308
AS-198	RN	CD34	H20	3621
AS-198	RN	CD34	H21	843
AS-198	RN	CD34	H22	11541
AS-198	RN	CD34	H23	1021
AS-198	RN	CD34	H24	870
AS-198	RN	CD34	I1	148
AS-198	RN	CD34	I2	2433
AS-198	RN	CD34	I3	3658
AS-198	RN	CD34	I4	3762
AS-198	RN	CD34	I5	206
AS-198	RN	CD34	I6	2325
AS-198	RN	CD34	I7	609
AS-198	RN	CD34	I8	6845
AS-198	RN	CD34	I9	2197
AS-198	RN	CD34	I10	84
AS-198	RN	CD34	I11	428
AS-198	RN	CD34	I12	7150
AS-198	RN	CD34	I13	7786
AS-198	RN	CD34	I14	120
AS-198	RN	CD34	I15	374
AS-198	RN	CD34	I16	2321
AS-198	RN	CD34	I17	5381
AS-198	RN	CD34	I18	1639
AS-198	RN	CD34	I19	2384
AS-198	RN	CD34	I20	3147
AS-198	RN	CD34	I21	1733
AS-198	RN	CD34	I22	1458
AS-198	RN	CD34	I23	987
AS-198	RN	CD34	I24	453
AS-198	RN	CD34	J1	334
AS-198	RN	CD34	J2	6848
AS-198	RN	CD34	J3	2143
AS-198	RN	CD34	J4	8461
AS-198	RN	CD34	J5	436
AS-198	RN	CD34	J6	4462
AS-198	RN	CD34	J7	1327
AS-198	RN	CD34	J8	7300
AS-198	RN	CD34	J9	4971
AS-198	RN	CD34	J10	203
AS-198	RN	CD34	J11	185
AS-198	RN	CD34	J12	6006
AS-198	RN	CD34	J13	3661
AS-198	RN	CD34	J14	174
AS-198	RN	CD34	J15	199
AS-198	RN	CD34	J16	4144
AS-198	RN	CD34	J17	6441
AS-198	RN	CD34	J18	10296
AS-198	RN	CD34	J19	1826
AS-198	RN	CD34	J20	4925
AS-198	RN	CD34	J21	611
AS-198	RN	CD34	J22	3595
AS-198	RN	CD34	J23	416
AS-198	RN	CD34	J24	870
AS-198	RN	CD34	K1	716
AS-198	RN	CD34	K2	755
AS-198	RN	CD34	K3	468
AS-198	RN	CD34	K4	2619
AS-198	RN	CD34	K5	157
AS-198	RN	CD34	K6	1059
AS-198	RN	CD34	K7	428
AS-198	RN	CD34	K8	1193
AS-198	RN	CD34	K9	6910
AS-198	RN	CD34	K10	82
AS-198	RN	CD34	K11	87
AS-198	RN	CD34	K12	2045
AS-198	RN	CD34	K13	4131
AS-198	RN	CD34	K14	127
AS-198	RN	CD34	K15	232
AS-198	RN	CD34	K16	4380
AS-198	RN	CD34	K17	1007
AS-198	RN	CD34	K18	976
AS-198	RN	CD34	K19	3359
AS-198	RN	CD34	K20	4348
AS-198	RN	CD34	K21	1567
AS-198	RN	CD34	K22	901
