Plate	Patient	Cell_type	Well	Count
AS-194	RN	nBCs	A1	61
AS-194	RN	nBCs	A2	431
AS-194	RN	nBCs	A3	682
AS-194	RN	nBCs	A4	594
AS-194	RN	nBCs	A5	53
AS-194	RN	nBCs	A6	4319
AS-194	RN	nBCs	A7	2080
AS-194	RN	nBCs	A8	1783
AS-194	RN	nBCs	A9	350
AS-194	RN	nBCs	A10	15
AS-194	RN	nBCs	A11	122
AS-194	RN	nBCs	A12	566
AS-194	RN	nBCs	A13	3216
AS-194	RN	nBCs	A14	29
AS-194	RN	nBCs	A15	152
AS-194	RN	nBCs	A16	743
AS-194	RN	nBCs	A17	543
AS-194	RN	nBCs	A18	1556
AS-194	RN	nBCs	A19	2073
AS-194	RN	nBCs	A20	1409
AS-194	RN	nBCs	A21	671
AS-194	RN	nBCs	A22	591
AS-194	RN	nBCs	A23	471
AS-194	RN	nBCs	A24	229
AS-194	RN	nBCs	B1	82
AS-194	RN	nBCs	B2	295
AS-194	RN	nBCs	B3	157
AS-194	RN	nBCs	B4	451
AS-194	RN	nBCs	B5	28
AS-194	RN	nBCs	B6	417
AS-194	RN	nBCs	B7	168
AS-194	RN	nBCs	B8	548
AS-194	RN	nBCs	B9	414
AS-194	RN	nBCs	B10	23
AS-194	RN	nBCs	B11	377
AS-194	RN	nBCs	B12	4430
AS-194	RN	nBCs	B13	5721
AS-194	RN	nBCs	B14	32
AS-194	RN	nBCs	B15	21
AS-194	RN	nBCs	B16	465
AS-194	RN	nBCs	B17	401
AS-194	RN	nBCs	B18	484
AS-194	RN	nBCs	B19	3848
AS-194	RN	nBCs	B20	362
AS-194	RN	nBCs	B21	190
AS-194	RN	nBCs	B22	356
AS-194	RN	nBCs	B23	104
AS-194	RN	nBCs	B24	1051
AS-194	RN	nBCs	C1	205
AS-194	RN	nBCs	C2	595
AS-194	RN	nBCs	C3	3311
AS-194	RN	nBCs	C4	1285
AS-194	RN	nBCs	C5	153
AS-194	RN	nBCs	C6	485
AS-194	RN	nBCs	C7	232
AS-194	RN	nBCs	C8	672
AS-194	RN	nBCs	C9	5115
AS-194	RN	nBCs	C10	38
AS-194	RN	nBCs	C11	217
AS-194	RN	nBCs	C12	797
AS-194	RN	nBCs	C13	1816
AS-194	RN	nBCs	C14	56
AS-194	RN	nBCs	C15	39
AS-194	RN	nBCs	C16	603
AS-194	RN	nBCs	C17	4569
AS-194	RN	nBCs	C18	5125
AS-194	RN	nBCs	C19	656
AS-194	RN	nBCs	C20	6759
AS-194	RN	nBCs	C21	204
AS-194	RN	nBCs	C22	1271
AS-194	RN	nBCs	C23	516
AS-194	RN	nBCs	C24	597
AS-194	RN	nBCs	D1	146
AS-194	RN	nBCs	D2	476
AS-194	RN	nBCs	D3	258
AS-194	RN	nBCs	D4	4827
AS-194	RN	nBCs	D5	35
AS-194	RN	nBCs	D6	562
AS-194	RN	nBCs	D7	938
AS-194	RN	nBCs	D8	724
AS-194	RN	nBCs	D9	4636
AS-194	RN	nBCs	D10	27
AS-194	RN	nBCs	D11	149
AS-194	RN	nBCs	D12	5768
AS-194	RN	nBCs	D13	11168
AS-194	RN	nBCs	D14	38
AS-194	RN	nBCs	D15	54
AS-194	RN	nBCs	D16	4975
AS-194	RN	nBCs	D17	568
AS-194	RN	nBCs	D18	8864
AS-194	RN	nBCs	D19	842
AS-194	RN	nBCs	D20	598
AS-194	RN	nBCs	D21	237
AS-194	RN	nBCs	D22	403
AS-194	RN	nBCs	D23	180
AS-194	RN	nBCs	D24	315
AS-194	RN	nBCs	E1	120
AS-194	RN	nBCs	E2	2793
AS-194	RN	nBCs	E3	206
AS-194	RN	nBCs	E4	1116
AS-194	RN	nBCs	E5	39
AS-194	RN	nBCs	E6	2464
AS-194	RN	nBCs	E7	254
AS-194	RN	nBCs	E8	732
AS-194	RN	nBCs	E9	624
