Plate	Patient	Cell_type	Amplicon	Well	Count
AS-205	EL	Monocytes	EL_SRSF2	A1	0
AS-205	EL	Monocytes	EL_SRSF2	A2	0
AS-205	EL	Monocytes	EL_SRSF2	A3	5
AS-205	EL	Monocytes	EL_SRSF2	A4	0
AS-205	EL	Monocytes	EL_SRSF2	A5	0
AS-205	EL	Monocytes	EL_SRSF2	A6	1
AS-205	EL	Monocytes	EL_SRSF2	A7	1
AS-205	EL	Monocytes	EL_SRSF2	A8	10
AS-205	EL	Monocytes	EL_SRSF2	A9	0
AS-205	EL	Monocytes	EL_SRSF2	A10	0
AS-205	EL	Monocytes	EL_SRSF2	A11	0
AS-205	EL	Monocytes	EL_SRSF2	A12	0
AS-205	EL	Monocytes	EL_SRSF2	A13	5
AS-205	EL	Monocytes	EL_SRSF2	A14	0
AS-205	EL	Monocytes	EL_SRSF2	A15	0
AS-205	EL	Monocytes	EL_SRSF2	A16	9
AS-205	EL	Monocytes	EL_SRSF2	A17	3
AS-205	EL	Monocytes	EL_SRSF2	A18	0
AS-205	EL	Monocytes	EL_SRSF2	A19	0
AS-205	EL	Monocytes	EL_SRSF2	A20	0
AS-205	EL	Monocytes	EL_SRSF2	A21	6
AS-205	EL	Monocytes	EL_SRSF2	A22	0
AS-205	EL	Monocytes	EL_SRSF2	A23	0
AS-205	EL	Monocytes	EL_SRSF2	A24	2
AS-205	EL	Monocytes	EL_SRSF2	B1	0
AS-205	EL	Monocytes	EL_SRSF2	B2	1
AS-205	EL	Monocytes	EL_SRSF2	B3	11
AS-205	EL	Monocytes	EL_SRSF2	B4	2
AS-205	EL	Monocytes	EL_SRSF2	B5	0
AS-205	EL	Monocytes	EL_SRSF2	B6	1
AS-205	EL	Monocytes	EL_SRSF2	B7	3
AS-205	EL	Monocytes	EL_SRSF2	B8	18
AS-205	EL	Monocytes	EL_SRSF2	B9	1
AS-205	EL	Monocytes	EL_SRSF2	B10	1
AS-205	EL	Monocytes	EL_SRSF2	B11	0
AS-205	EL	Monocytes	EL_SRSF2	B12	2
AS-205	EL	Monocytes	EL_SRSF2	B13	11
AS-205	EL	Monocytes	EL_SRSF2	B14	1
AS-205	EL	Monocytes	EL_SRSF2	B15	0
AS-205	EL	Monocytes	EL_SRSF2	B16	7
AS-205	EL	Monocytes	EL_SRSF2	B17	5
AS-205	EL	Monocytes	EL_SRSF2	B18	24
AS-205	EL	Monocytes	EL_SRSF2	B19	1
AS-205	EL	Monocytes	EL_SRSF2	B20	2
AS-205	EL	Monocytes	EL_SRSF2	B21	5
AS-205	EL	Monocytes	EL_SRSF2	B22	0
AS-205	EL	Monocytes	EL_SRSF2	B23	2
AS-205	EL	Monocytes	EL_SRSF2	B24	2
AS-205	EL	Monocytes	EL_SRSF2	C1	2
AS-205	EL	Monocytes	EL_SRSF2	C2	3
AS-205	EL	Monocytes	EL_SRSF2	C3	8
AS-205	EL	Monocytes	EL_SRSF2	C4	3
AS-205	EL	Monocytes	EL_SRSF2	C5	0
AS-205	EL	Monocytes	EL_SRSF2	C6	3
AS-205	EL	Monocytes	EL_SRSF2	C7	1
AS-205	EL	Monocytes	EL_SRSF2	C8	17
AS-205	EL	Monocytes	EL_SRSF2	C9	0
AS-205	EL	Monocytes	EL_SRSF2	C10	0
AS-205	EL	Monocytes	EL_SRSF2	C11	1
AS-205	EL	Monocytes	EL_SRSF2	C12	7
AS-205	EL	Monocytes	EL_SRSF2	C13	25
AS-205	EL	Monocytes	EL_SRSF2	C14	0
AS-205	EL	Monocytes	EL_SRSF2	C15	0
AS-205	EL	Monocytes	EL_SRSF2	C16	15
AS-205	EL	Monocytes	EL_SRSF2	C17	8
AS-205	EL	Monocytes	EL_SRSF2	C18	3
AS-205	EL	Monocytes	EL_SRSF2	C19	2
AS-205	EL	Monocytes	EL_SRSF2	C20	2
AS-205	EL	Monocytes	EL_SRSF2	C21	11
AS-205	EL	Monocytes	EL_SRSF2	C22	2
AS-205	EL	Monocytes	EL_SRSF2	C23	3
AS-205	EL	Monocytes	EL_SRSF2	C24	3
AS-205	EL	Monocytes	EL_SRSF2	D1	0
AS-205	EL	Monocytes	EL_SRSF2	D2	4
AS-205	EL	Monocytes	EL_SRSF2	D3	9
AS-205	EL	Monocytes	EL_SRSF2	D4	3
AS-205	EL	Monocytes	EL_SRSF2	D5	0
AS-205	EL	Monocytes	EL_SRSF2	D6	2
AS-205	EL	Monocytes	EL_SRSF2	D7	1
AS-205	EL	Monocytes	EL_SRSF2	D8	21
AS-205	EL	Monocytes	EL_SRSF2	D9	2
AS-205	EL	Monocytes	EL_SRSF2	D10	1
AS-205	EL	Monocytes	EL_SRSF2	D11	0
AS-205	EL	Monocytes	EL_SRSF2	D12	2
AS-205	EL	Monocytes	EL_SRSF2	D13	20
AS-205	EL	Monocytes	EL_SRSF2	D14	1
AS-205	EL	Monocytes	EL_SRSF2	D15	0
AS-205	EL	Monocytes	EL_SRSF2	D16	6
AS-205	EL	Monocytes	EL_SRSF2	D17	10
AS-205	EL	Monocytes	EL_SRSF2	D18	5
AS-205	EL	Monocytes	EL_SRSF2	D19	7
AS-205	EL	Monocytes	EL_SRSF2	D20	9
AS-205	EL	Monocytes	EL_SRSF2	D21	6
AS-205	EL	Monocytes	EL_SRSF2	D22	0
AS-205	EL	Monocytes	EL_SRSF2	D23	0
AS-205	EL	Monocytes	EL_SRSF2	D24	1
AS-205	EL	Monocytes	EL_SRSF2	E1	1
AS-205	EL	Monocytes	EL_SRSF2	E2	2
AS-205	EL	Monocytes	EL_SRSF2	E3	6
AS-205	EL	Monocytes	EL_SRSF2	E4	6
AS-205	EL	Monocytes	EL_SRSF2	E5	0
AS-205	EL	Monocytes	EL_SRSF2	E6	3
AS-205	EL	Monocytes	EL_SRSF2	E7	2
AS-205	EL	Monocytes	EL_SRSF2	E8	4
AS-205	EL	Monocytes	EL_SRSF2	E9	5
AS-205	EL	Monocytes	EL_SRSF2	E10	0
AS-205	EL	Monocytes	EL_SRSF2	E11	1
AS-205	EL	Monocytes	EL_SRSF2	E12	4
AS-205	EL	Monocytes	EL_SRSF2	E13	7
AS-205	EL	Monocytes	EL_SRSF2	E14	0
AS-205	EL	Monocytes	EL_SRSF2	E15	0
