Plate	Patient	Cell_type	Amplicon	Well	Count
AS-198	RN	CD34	RN_RUNX1_c	A1	20
AS-198	RN	CD34	RN_RUNX1_c	A2	169
AS-198	RN	CD34	RN_RUNX1_c	A3	73
AS-198	RN	CD34	RN_RUNX1_c	A4	111
AS-198	RN	CD34	RN_RUNX1_c	A5	2
AS-198	RN	CD34	RN_RUNX1_c	A6	134
AS-198	RN	CD34	RN_RUNX1_c	A7	38
AS-198	RN	CD34	RN_RUNX1_c	A8	165
AS-198	RN	CD34	RN_RUNX1_c	A9	134
AS-198	RN	CD34	RN_RUNX1_c	A10	6
AS-198	RN	CD34	RN_RUNX1_c	A11	29
AS-198	RN	CD34	RN_RUNX1_c	A12	199
AS-198	RN	CD34	RN_RUNX1_c	A13	206
AS-198	RN	CD34	RN_RUNX1_c	A14	0
AS-198	RN	CD34	RN_RUNX1_c	A15	4
AS-198	RN	CD34	RN_RUNX1_c	A16	118
AS-198	RN	CD34	RN_RUNX1_c	A17	106
AS-198	RN	CD34	RN_RUNX1_c	A18	121
AS-198	RN	CD34	RN_RUNX1_c	A19	128
AS-198	RN	CD34	RN_RUNX1_c	A20	116
AS-198	RN	CD34	RN_RUNX1_c	A21	49
AS-198	RN	CD34	RN_RUNX1_c	A22	155
AS-198	RN	CD34	RN_RUNX1_c	A23	272
AS-198	RN	CD34	RN_RUNX1_c	A24	34
AS-198	RN	CD34	RN_RUNX1_c	B1	156
AS-198	RN	CD34	RN_RUNX1_c	B2	622
AS-198	RN	CD34	RN_RUNX1_c	B3	299
AS-198	RN	CD34	RN_RUNX1_c	B4	1168
AS-198	RN	CD34	RN_RUNX1_c	B5	33
AS-198	RN	CD34	RN_RUNX1_c	B6	2165
AS-198	RN	CD34	RN_RUNX1_c	B7	990
AS-198	RN	CD34	RN_RUNX1_c	B8	1294
AS-198	RN	CD34	RN_RUNX1_c	B9	2102
AS-198	RN	CD34	RN_RUNX1_c	B10	38
AS-198	RN	CD34	RN_RUNX1_c	B11	75
AS-198	RN	CD34	RN_RUNX1_c	B12	7967
AS-198	RN	CD34	RN_RUNX1_c	B13	3019
AS-198	RN	CD34	RN_RUNX1_c	B14	39
AS-198	RN	CD34	RN_RUNX1_c	B15	198
AS-198	RN	CD34	RN_RUNX1_c	B16	2868
AS-198	RN	CD34	RN_RUNX1_c	B17	3796
AS-198	RN	CD34	RN_RUNX1_c	B18	5877
AS-198	RN	CD34	RN_RUNX1_c	B19	1429
AS-198	RN	CD34	RN_RUNX1_c	B20	3825
AS-198	RN	CD34	RN_RUNX1_c	B21	322
AS-198	RN	CD34	RN_RUNX1_c	B22	1130
AS-198	RN	CD34	RN_RUNX1_c	B23	278
AS-198	RN	CD34	RN_RUNX1_c	B24	213
AS-198	RN	CD34	RN_RUNX1_c	C1	140
AS-198	RN	CD34	RN_RUNX1_c	C2	605
AS-198	RN	CD34	RN_RUNX1_c	C3	273
