Plate	Patient	Cell_type	Amplicon	Well	Count
AS-201	RN	CD34+/38-	RN_RUNX1_c	A1	0
AS-201	RN	CD34+/38-	RN_RUNX1_c	A2	19
AS-201	RN	CD34+/38-	RN_RUNX1_c	A3	4
AS-201	RN	CD34+/38-	RN_RUNX1_c	A4	16
AS-201	RN	CD34+/38-	RN_RUNX1_c	A5	0
AS-201	RN	CD34+/38-	RN_RUNX1_c	A6	22
AS-201	RN	CD34+/38-	RN_RUNX1_c	A7	3
AS-201	RN	CD34+/38-	RN_RUNX1_c	A8	26
AS-201	RN	CD34+/38-	RN_RUNX1_c	A9	30
AS-201	RN	CD34+/38-	RN_RUNX1_c	A10	0
AS-201	RN	CD34+/38-	RN_RUNX1_c	A11	0
AS-201	RN	CD34+/38-	RN_RUNX1_c	A12	57
AS-201	RN	CD34+/38-	RN_RUNX1_c	A13	58
AS-201	RN	CD34+/38-	RN_RUNX1_c	A14	0
AS-201	RN	CD34+/38-	RN_RUNX1_c	A15	4
AS-201	RN	CD34+/38-	RN_RUNX1_c	A16	35
AS-201	RN	CD34+/38-	RN_RUNX1_c	A17	62
AS-201	RN	CD34+/38-	RN_RUNX1_c	A18	74
AS-201	RN	CD34+/38-	RN_RUNX1_c	A19	42
AS-201	RN	CD34+/38-	RN_RUNX1_c	A20	57
AS-201	RN	CD34+/38-	RN_RUNX1_c	A21	25
AS-201	RN	CD34+/38-	RN_RUNX1_c	A22	76
AS-201	RN	CD34+/38-	RN_RUNX1_c	A23	9
AS-201	RN	CD34+/38-	RN_RUNX1_c	A24	1
AS-201	RN	CD34+/38-	RN_RUNX1_c	B1	87
AS-201	RN	CD34+/38-	RN_RUNX1_c	B2	584
AS-201	RN	CD34+/38-	RN_RUNX1_c	B3	281
AS-201	RN	CD34+/38-	RN_RUNX1_c	B4	319
AS-201	RN	CD34+/38-	RN_RUNX1_c	B5	42
AS-201	RN	CD34+/38-	RN_RUNX1_c	B6	4988
AS-201	RN	CD34+/38-	RN_RUNX1_c	B7	151
AS-201	RN	CD34+/38-	RN_RUNX1_c	B8	4624
AS-201	RN	CD34+/38-	RN_RUNX1_c	B9	7997
AS-201	RN	CD34+/38-	RN_RUNX1_c	B10	39
AS-201	RN	CD34+/38-	RN_RUNX1_c	B11	88
AS-201	RN	CD34+/38-	RN_RUNX1_c	B12	13654
AS-201	RN	CD34+/38-	RN_RUNX1_c	B13	9742
AS-201	RN	CD34+/38-	RN_RUNX1_c	B14	87
AS-201	RN	CD34+/38-	RN_RUNX1_c	B15	107
AS-201	RN	CD34+/38-	RN_RUNX1_c	B16	2559
AS-201	RN	CD34+/38-	RN_RUNX1_c	B17	9092
AS-201	RN	CD34+/38-	RN_RUNX1_c	B18	16317
AS-201	RN	CD34+/38-	RN_RUNX1_c	B19	2542
AS-201	RN	CD34+/38-	RN_RUNX1_c	B20	2949
AS-201	RN	CD34+/38-	RN_RUNX1_c	B21	1855
AS-201	RN	CD34+/38-	RN_RUNX1_c	B22	12764
AS-201	RN	CD34+/38-	RN_RUNX1_c	B23	1702
AS-201	RN	CD34+/38-	RN_RUNX1_c	B24	103
AS-201	RN	CD34+/38-	RN_RUNX1_c	C1	138
AS-201	RN	CD34+/38-	RN_RUNX1_c	C2	6196
AS-201	RN	CD34+/38-	RN_RUNX1_c	C3	416
AS-201	RN	CD34+/38-	RN_RUNX1_c	C4	367
AS-201	RN	CD34+/38-	RN_RUNX1_c	C5	12
AS-201	RN	CD34+/38-	RN_RUNX1_c	C6	913
AS-201	RN	CD34+/38-	RN_RUNX1_c	C7	135
AS-201	RN	CD34+/38-	RN_RUNX1_c	C8	1062
AS-201	RN	CD34+/38-	RN_RUNX1_c	C9	1244
AS-201	RN	CD34+/38-	RN_RUNX1_c	C10	259
AS-201	RN	CD34+/38-	RN_RUNX1_c	C11	205
AS-201	RN	CD34+/38-	RN_RUNX1_c	C12	8017
AS-201	RN	CD34+/38-	RN_RUNX1_c	C13	12874
AS-201	RN	CD34+/38-	RN_RUNX1_c	C14	133
AS-201	RN	CD34+/38-	RN_RUNX1_c	C15	232
AS-201	RN	CD34+/38-	RN_RUNX1_c	C16	11172
AS-201	RN	CD34+/38-	RN_RUNX1_c	C17	8359
AS-201	RN	CD34+/38-	RN_RUNX1_c	C18	27940
AS-201	RN	CD34+/38-	RN_RUNX1_c	C19	4488
AS-201	RN	CD34+/38-	RN_RUNX1_c	C20	8956
AS-201	RN	CD34+/38-	RN_RUNX1_c	C21	3820
AS-201	RN	CD34+/38-	RN_RUNX1_c	C22	16571
AS-201	RN	CD34+/38-	RN_RUNX1_c	C23	798
AS-201	RN	CD34+/38-	RN_RUNX1_c	C24	139
AS-201	RN	CD34+/38-	RN_RUNX1_c	D1	88
AS-201	RN	CD34+/38-	RN_RUNX1_c	D2	1543
AS-201	RN	CD34+/38-	RN_RUNX1_c	D3	238
AS-201	RN	CD34+/38-	RN_RUNX1_c	D4	291
AS-201	RN	CD34+/38-	RN_RUNX1_c	D5	9
AS-201	RN	CD34+/38-	RN_RUNX1_c	D6	550
AS-201	RN	CD34+/38-	RN_RUNX1_c	D7	141
AS-201	RN	CD34+/38-	RN_RUNX1_c	D8	571
AS-201	RN	CD34+/38-	RN_RUNX1_c	D9	1199
AS-201	RN	CD34+/38-	RN_RUNX1_c	D10	25
AS-201	RN	CD34+/38-	RN_RUNX1_c	D11	38
AS-201	RN	CD34+/38-	RN_RUNX1_c	D12	9355
AS-201	RN	CD34+/38-	RN_RUNX1_c	D13	5811
AS-201	RN	CD34+/38-	RN_RUNX1_c	D14	25
AS-201	RN	CD34+/38-	RN_RUNX1_c	D15	77
AS-201	RN	CD34+/38-	RN_RUNX1_c	D16	3749
AS-201	RN	CD34+/38-	RN_RUNX1_c	D17	15706
AS-201	RN	CD34+/38-	RN_RUNX1_c	D18	7678
AS-201	RN	CD34+/38-	RN_RUNX1_c	D19	9944
AS-201	RN	CD34+/38-	RN_RUNX1_c	D20	13931
AS-201	RN	CD34+/38-	RN_RUNX1_c	D21	1247
AS-201	RN	CD34+/38-	RN_RUNX1_c	D22	5945
AS-201	RN	CD34+/38-	RN_RUNX1_c	D23	1257
AS-201	RN	CD34+/38-	RN_RUNX1_c	D24	106
AS-201	RN	CD34+/38-	RN_RUNX1_c	E1	147
AS-201	RN	CD34+/38-	RN_RUNX1_c	E2	691
AS-201	RN	CD34+/38-	RN_RUNX1_c	E3	573
AS-201	RN	CD34+/38-	RN_RUNX1_c	E4	2308
AS-201	RN	CD34+/38-	RN_RUNX1_c	E5	39
AS-201	RN	CD34+/38-	RN_RUNX1_c	E6	802
AS-201	RN	CD34+/38-	RN_RUNX1_c	E7	1997
AS-201	RN	CD34+/38-	RN_RUNX1_c	E8	9346
AS-201	RN	CD34+/38-	RN_RUNX1_c	E9	3202
AS-201	RN	CD34+/38-	RN_RUNX1_c	E10	402
AS-201	RN	CD34+/38-	RN_RUNX1_c	E11	28
AS-201	RN	CD34+/38-	RN_RUNX1_c	E12	1987
AS-201	RN	CD34+/38-	RN_RUNX1_c	E13	1473
AS-201	RN	CD34+/38-	RN_RUNX1_c	E14	47
AS-201	RN	CD34+/38-	RN_RUNX1_c	E15	249
AS-201	RN	CD34+/38-	RN_RUNX1_c	E16	8401
AS-201	RN	CD34+/38-	RN_RUNX1_c	E17	7771
AS-201	RN	CD34+/38-	RN_RUNX1_c	E18	11272
AS-201	RN	CD34+/38-	RN_RUNX1_c	E19	7961
AS-201	RN	CD34+/38-	RN_RUNX1_c	E20	13478
AS-201	RN	CD34+/38-	RN_RUNX1_c	E21	5915
AS-201	RN	CD34+/38-	RN_RUNX1_c	E22	3909
AS-201	RN	CD34+/38-	RN_RUNX1_c	E23	1107
AS-201	RN	CD34+/38-	RN_RUNX1_c	E24	128
AS-201	RN	CD34+/38-	RN_RUNX1_c	F1	80
AS-201	RN	CD34+/38-	RN_RUNX1_c	F2	2049
AS-201	RN	CD34+/38-	RN_RUNX1_c	F3	430
AS-201	RN	CD34+/38-	RN_RUNX1_c	F4	372
AS-201	RN	CD34+/38-	RN_RUNX1_c	F5	4
AS-201	RN	CD34+/38-	RN_RUNX1_c	F6	1372
AS-201	RN	CD34+/38-	RN_RUNX1_c	F7	1081
AS-201	RN	CD34+/38-	RN_RUNX1_c	F8	1215
AS-201	RN	CD34+/38-	RN_RUNX1_c	F9	2939
AS-201	RN	CD34+/38-	RN_RUNX1_c	F10	64
AS-201	RN	CD34+/38-	RN_RUNX1_c	F11	132
AS-201	RN	CD34+/38-	RN_RUNX1_c	F12	6228
AS-201	RN	CD34+/38-	RN_RUNX1_c	F13	5246
AS-201	RN	CD34+/38-	RN_RUNX1_c	F14	90
AS-201	RN	CD34+/38-	RN_RUNX1_c	F15	212
AS-201	RN	CD34+/38-	RN_RUNX1_c	F16	5640
AS-201	RN	CD34+/38-	RN_RUNX1_c	F17	5859
