Plate	Patient	Cell_type	Amplicon	Well	Count
AS-193	RN	Monocytes	RN_RUNX1_c	A1	0
AS-193	RN	Monocytes	RN_RUNX1_c	A2	24
AS-193	RN	Monocytes	RN_RUNX1_c	A3	18
AS-193	RN	Monocytes	RN_RUNX1_c	A4	26
AS-193	RN	Monocytes	RN_RUNX1_c	A5	0
AS-193	RN	Monocytes	RN_RUNX1_c	A6	55
AS-193	RN	Monocytes	RN_RUNX1_c	A7	10
AS-193	RN	Monocytes	RN_RUNX1_c	A8	48
AS-193	RN	Monocytes	RN_RUNX1_c	A9	43
AS-193	RN	Monocytes	RN_RUNX1_c	A10	3
AS-193	RN	Monocytes	RN_RUNX1_c	A11	2
AS-193	RN	Monocytes	RN_RUNX1_c	A12	45
AS-193	RN	Monocytes	RN_RUNX1_c	A13	28
AS-193	RN	Monocytes	RN_RUNX1_c	A14	0
AS-193	RN	Monocytes	RN_RUNX1_c	A15	2
AS-193	RN	Monocytes	RN_RUNX1_c	A16	33
AS-193	RN	Monocytes	RN_RUNX1_c	A17	42
AS-193	RN	Monocytes	RN_RUNX1_c	A18	11
AS-193	RN	Monocytes	RN_RUNX1_c	A19	35
AS-193	RN	Monocytes	RN_RUNX1_c	A20	36
AS-193	RN	Monocytes	RN_RUNX1_c	A21	16
AS-193	RN	Monocytes	RN_RUNX1_c	A22	14
AS-193	RN	Monocytes	RN_RUNX1_c	A23	5
AS-193	RN	Monocytes	RN_RUNX1_c	A24	0
AS-193	RN	Monocytes	RN_RUNX1_c	B1	8
AS-193	RN	Monocytes	RN_RUNX1_c	B2	86
AS-193	RN	Monocytes	RN_RUNX1_c	B3	62
AS-193	RN	Monocytes	RN_RUNX1_c	B4	105
AS-193	RN	Monocytes	RN_RUNX1_c	B5	6
AS-193	RN	Monocytes	RN_RUNX1_c	B6	334
AS-193	RN	Monocytes	RN_RUNX1_c	B7	29
AS-193	RN	Monocytes	RN_RUNX1_c	B8	187
AS-193	RN	Monocytes	RN_RUNX1_c	B9	660
AS-193	RN	Monocytes	RN_RUNX1_c	B10	10
AS-193	RN	Monocytes	RN_RUNX1_c	B11	1
AS-193	RN	Monocytes	RN_RUNX1_c	B12	4917
AS-193	RN	Monocytes	RN_RUNX1_c	B13	118
AS-193	RN	Monocytes	RN_RUNX1_c	B14	8
AS-193	RN	Monocytes	RN_RUNX1_c	B15	2
AS-193	RN	Monocytes	RN_RUNX1_c	B16	114
AS-193	RN	Monocytes	RN_RUNX1_c	B17	151
AS-193	RN	Monocytes	RN_RUNX1_c	B18	76
AS-193	RN	Monocytes	RN_RUNX1_c	B19	115
AS-193	RN	Monocytes	RN_RUNX1_c	B20	499
AS-193	RN	Monocytes	RN_RUNX1_c	B21	46
AS-193	RN	Monocytes	RN_RUNX1_c	B22	91
AS-193	RN	Monocytes	RN_RUNX1_c	B23	20
AS-193	RN	Monocytes	RN_RUNX1_c	B24	34
AS-193	RN	Monocytes	RN_RUNX1_c	C1	24
AS-193	RN	Monocytes	RN_RUNX1_c	C2	6492
AS-193	RN	Monocytes	RN_RUNX1_c	C3	172
AS-193	RN	Monocytes	RN_RUNX1_c	C4	369
AS-193	RN	Monocytes	RN_RUNX1_c	C5	5
AS-193	RN	Monocytes	RN_RUNX1_c	C6	776
AS-193	RN	Monocytes	RN_RUNX1_c	C7	86
AS-193	RN	Monocytes	RN_RUNX1_c	C8	509
AS-193	RN	Monocytes	RN_RUNX1_c	C9	2416
AS-193	RN	Monocytes	RN_RUNX1_c	C10	47
AS-193	RN	Monocytes	RN_RUNX1_c	C11	0
AS-193	RN	Monocytes	RN_RUNX1_c	C12	414
AS-193	RN	Monocytes	RN_RUNX1_c	C13	309
AS-193	RN	Monocytes	RN_RUNX1_c	C14	5
AS-193	RN	Monocytes	RN_RUNX1_c	C15	11
AS-193	RN	Monocytes	RN_RUNX1_c	C16	1039
AS-193	RN	Monocytes	RN_RUNX1_c	C17	386
AS-193	RN	Monocytes	RN_RUNX1_c	C18	623
AS-193	RN	Monocytes	RN_RUNX1_c	C19	1454
AS-193	RN	Monocytes	RN_RUNX1_c	C20	326
AS-193	RN	Monocytes	RN_RUNX1_c	C21	2031
AS-193	RN	Monocytes	RN_RUNX1_c	C22	201
AS-193	RN	Monocytes	RN_RUNX1_c	C23	76
AS-193	RN	Monocytes	RN_RUNX1_c	C24	48
AS-193	RN	Monocytes	RN_RUNX1_c	D1	25
AS-193	RN	Monocytes	RN_RUNX1_c	D2	311
AS-193	RN	Monocytes	RN_RUNX1_c	D3	232
AS-193	RN	Monocytes	RN_RUNX1_c	D4	380
AS-193	RN	Monocytes	RN_RUNX1_c	D5	39
AS-193	RN	Monocytes	RN_RUNX1_c	D6	990
AS-193	RN	Monocytes	RN_RUNX1_c	D7	141
AS-193	RN	Monocytes	RN_RUNX1_c	D8	2645
AS-193	RN	Monocytes	RN_RUNX1_c	D9	3514
AS-193	RN	Monocytes	RN_RUNX1_c	D10	180
AS-193	RN	Monocytes	RN_RUNX1_c	D11	3
AS-193	RN	Monocytes	RN_RUNX1_c	D12	382
AS-193	RN	Monocytes	RN_RUNX1_c	D13	351
AS-193	RN	Monocytes	RN_RUNX1_c	D14	11
AS-193	RN	Monocytes	RN_RUNX1_c	D15	6
AS-193	RN	Monocytes	RN_RUNX1_c	D16	357
AS-193	RN	Monocytes	RN_RUNX1_c	D17	10627
AS-193	RN	Monocytes	RN_RUNX1_c	D18	118
AS-193	RN	Monocytes	RN_RUNX1_c	D19	458
AS-193	RN	Monocytes	RN_RUNX1_c	D20	1701
AS-193	RN	Monocytes	RN_RUNX1_c	D21	179
AS-193	RN	Monocytes	RN_RUNX1_c	D22	193
AS-193	RN	Monocytes	RN_RUNX1_c	D23	667
AS-193	RN	Monocytes	RN_RUNX1_c	D24	46
AS-193	RN	Monocytes	RN_RUNX1_c	E1	38
AS-193	RN	Monocytes	RN_RUNX1_c	E2	3241
AS-193	RN	Monocytes	RN_RUNX1_c	E3	350
AS-193	RN	Monocytes	RN_RUNX1_c	E4	449
AS-193	RN	Monocytes	RN_RUNX1_c	E5	3
AS-193	RN	Monocytes	RN_RUNX1_c	E6	5094
AS-193	RN	Monocytes	RN_RUNX1_c	E7	193
AS-193	RN	Monocytes	RN_RUNX1_c	E8	5620
AS-193	RN	Monocytes	RN_RUNX1_c	E9	756
AS-193	RN	Monocytes	RN_RUNX1_c	E10	200
AS-193	RN	Monocytes	RN_RUNX1_c	E11	13
AS-193	RN	Monocytes	RN_RUNX1_c	E12	1222
AS-193	RN	Monocytes	RN_RUNX1_c	E13	581
AS-193	RN	Monocytes	RN_RUNX1_c	E14	141
AS-193	RN	Monocytes	RN_RUNX1_c	E15	23
AS-193	RN	Monocytes	RN_RUNX1_c	E16	499
AS-193	RN	Monocytes	RN_RUNX1_c	E17	819
AS-193	RN	Monocytes	RN_RUNX1_c	E18	218
AS-193	RN	Monocytes	RN_RUNX1_c	E19	601
AS-193	RN	Monocytes	RN_RUNX1_c	E20	603
AS-193	RN	Monocytes	RN_RUNX1_c	E21	178
AS-193	RN	Monocytes	RN_RUNX1_c	E22	7674
AS-193	RN	Monocytes	RN_RUNX1_c	E23	115
AS-193	RN	Monocytes	RN_RUNX1_c	E24	70
AS-193	RN	Monocytes	RN_RUNX1_c	F1	56
AS-193	RN	Monocytes	RN_RUNX1_c	F2	448
AS-193	RN	Monocytes	RN_RUNX1_c	F3	4762
AS-193	RN	Monocytes	RN_RUNX1_c	F4	3678
AS-193	RN	Monocytes	RN_RUNX1_c	F5	23
AS-193	RN	Monocytes	RN_RUNX1_c	F6	1163
AS-193	RN	Monocytes	RN_RUNX1_c	F7	496
AS-193	RN	Monocytes	RN_RUNX1_c	F8	4703
AS-193	RN	Monocytes	RN_RUNX1_c	F9	850
AS-193	RN	Monocytes	RN_RUNX1_c	F10	36
AS-193	RN	Monocytes	RN_RUNX1_c	F11	5
AS-193	RN	Monocytes	RN_RUNX1_c	F12	701
AS-193	RN	Monocytes	RN_RUNX1_c	F13	1281
AS-193	RN	Monocytes	RN_RUNX1_c	F14	57
AS-193	RN	Monocytes	RN_RUNX1_c	F15	20
AS-193	RN	Monocytes	RN_RUNX1_c	F16	2634
AS-193	RN	Monocytes	RN_RUNX1_c	F17	854
AS-193	RN	Monocytes	RN_RUNX1_c	F18	614
AS-193	RN	Monocytes	RN_RUNX1_c	F19	8792
AS-193	RN	Monocytes	RN_RUNX1_c	F20	569
AS-193	RN	Monocytes	RN_RUNX1_c	F21	2024
AS-193	RN	Monocytes	RN_RUNX1_c	F22	426
AS-193	RN	Monocytes	RN_RUNX1_c	F23	135
AS-193	RN	Monocytes	RN_RUNX1_c	F24	116
AS-193	RN	Monocytes	RN_RUNX1_c	G1	26
AS-193	RN	Monocytes	RN_RUNX1_c	G2	307
AS-193	RN	Monocytes	RN_RUNX1_c	G3	267
AS-193	RN	Monocytes	RN_RUNX1_c	G4	397
AS-193	RN	Monocytes	RN_RUNX1_c	G5	45
AS-193	RN	Monocytes	RN_RUNX1_c	G6	3847
AS-193	RN	Monocytes	RN_RUNX1_c	G7	379
AS-193	RN	Monocytes	RN_RUNX1_c	G8	4853
AS-193	RN	Monocytes	RN_RUNX1_c	G9	579
AS-193	RN	Monocytes	RN_RUNX1_c	G10	132
AS-193	RN	Monocytes	RN_RUNX1_c	G11	7
AS-193	RN	Monocytes	RN_RUNX1_c	G12	520
AS-193	RN	Monocytes	RN_RUNX1_c	G13	1349
AS-193	RN	Monocytes	RN_RUNX1_c	G14	13
AS-193	RN	Monocytes	RN_RUNX1_c	G15	61
AS-193	RN	Monocytes	RN_RUNX1_c	G16	455
AS-193	RN	Monocytes	RN_RUNX1_c	G17	556
AS-193	RN	Monocytes	RN_RUNX1_c	G18	160
AS-193	RN	Monocytes	RN_RUNX1_c	G19	6180
AS-193	RN	Monocytes	RN_RUNX1_c	G20	471
AS-193	RN	Monocytes	RN_RUNX1_c	G21	168
AS-193	RN	Monocytes	RN_RUNX1_c	G22	266
AS-193	RN	Monocytes	RN_RUNX1_c	G23	90
AS-193	RN	Monocytes	RN_RUNX1_c	G24	88
AS-193	RN	Monocytes	RN_RUNX1_c	H1	31
AS-193	RN	Monocytes	RN_RUNX1_c	H2	497
AS-193	RN	Monocytes	RN_RUNX1_c	H3	2611
AS-193	RN	Monocytes	RN_RUNX1_c	H4	709
AS-193	RN	Monocytes	RN_RUNX1_c	H5	69
AS-193	RN	Monocytes	RN_RUNX1_c	H6	2547
AS-193	RN	Monocytes	RN_RUNX1_c	H7	275
AS-193	RN	Monocytes	RN_RUNX1_c	H8	828
AS-193	RN	Monocytes	RN_RUNX1_c	H9	664
AS-193	RN	Monocytes	RN_RUNX1_c	H10	53
AS-193	RN	Monocytes	RN_RUNX1_c	H11	3
AS-193	RN	Monocytes	RN_RUNX1_c	H12	646
AS-193	RN	Monocytes	RN_RUNX1_c	H13	531
AS-193	RN	Monocytes	RN_RUNX1_c	H14	9
AS-193	RN	Monocytes	RN_RUNX1_c	H15	65
AS-193	RN	Monocytes	RN_RUNX1_c	H16	2349
AS-193	RN	Monocytes	RN_RUNX1_c	H17	11418
AS-193	RN	Monocytes	RN_RUNX1_c	H18	260
AS-193	RN	Monocytes	RN_RUNX1_c	H19	560
AS-193	RN	Monocytes	RN_RUNX1_c	H20	567
AS-193	RN	Monocytes	RN_RUNX1_c	H21	189
AS-193	RN	Monocytes	RN_RUNX1_c	H22	1181
AS-193	RN	Monocytes	RN_RUNX1_c	H23	138
AS-193	RN	Monocytes	RN_RUNX1_c	H24	64
AS-193	RN	Monocytes	RN_RUNX1_c	I1	13
AS-193	RN	Monocytes	RN_RUNX1_c	I2	570
AS-193	RN	Monocytes	RN_RUNX1_c	I3	363
AS-193	RN	Monocytes	RN_RUNX1_c	I4	3897
AS-193	RN	Monocytes	RN_RUNX1_c	I5	65
AS-193	RN	Monocytes	RN_RUNX1_c	I6	14958
AS-193	RN	Monocytes	RN_RUNX1_c	I7	526
AS-193	RN	Monocytes	RN_RUNX1_c	I8	1041
AS-193	RN	Monocytes	RN_RUNX1_c	I9	797
AS-193	RN	Monocytes	RN_RUNX1_c	I10	109
AS-193	RN	Monocytes	RN_RUNX1_c	I11	11
AS-193	RN	Monocytes	RN_RUNX1_c	I12	773
AS-193	RN	Monocytes	RN_RUNX1_c	I13	4317
AS-193	RN	Monocytes	RN_RUNX1_c	I14	17
AS-193	RN	Monocytes	RN_RUNX1_c	I15	12
AS-193	RN	Monocytes	RN_RUNX1_c	I16	3431
AS-193	RN	Monocytes	RN_RUNX1_c	I17	889
AS-193	RN	Monocytes	RN_RUNX1_c	I18	230
AS-193	RN	Monocytes	RN_RUNX1_c	I19	1098
AS-193	RN	Monocytes	RN_RUNX1_c	I20	671
AS-193	RN	Monocytes	RN_RUNX1_c	I21	377
AS-193	RN	Monocytes	RN_RUNX1_c	I22	1974
AS-193	RN	Monocytes	RN_RUNX1_c	I23	100
AS-193	RN	Monocytes	RN_RUNX1_c	I24	110
AS-193	RN	Monocytes	RN_RUNX1_c	J1	49
AS-193	RN	Monocytes	RN_RUNX1_c	J2	580
AS-193	RN	Monocytes	RN_RUNX1_c	J3	225
AS-193	RN	Monocytes	RN_RUNX1_c	J4	552
AS-193	RN	Monocytes	RN_RUNX1_c	J5	16
AS-193	RN	Monocytes	RN_RUNX1_c	J6	8273
AS-193	RN	Monocytes	RN_RUNX1_c	J7	1103
AS-193	RN	Monocytes	RN_RUNX1_c	J8	3355
AS-193	RN	Monocytes	RN_RUNX1_c	J9	740
AS-193	RN	Monocytes	RN_RUNX1_c	J10	18
AS-193	RN	Monocytes	RN_RUNX1_c	J11	32
AS-193	RN	Monocytes	RN_RUNX1_c	J12	3676
AS-193	RN	Monocytes	RN_RUNX1_c	J13	555
AS-193	RN	Monocytes	RN_RUNX1_c	J14	143
AS-193	RN	Monocytes	RN_RUNX1_c	J15	37
AS-193	RN	Monocytes	RN_RUNX1_c	J16	2863
AS-193	RN	Monocytes	RN_RUNX1_c	J17	5426
AS-193	RN	Monocytes	RN_RUNX1_c	J18	319
AS-193	RN	Monocytes	RN_RUNX1_c	J19	2756
AS-193	RN	Monocytes	RN_RUNX1_c	J20	638
AS-193	RN	Monocytes	RN_RUNX1_c	J21	203
AS-193	RN	Monocytes	RN_RUNX1_c	J22	383
AS-193	RN	Monocytes	RN_RUNX1_c	J23	99
AS-193	RN	Monocytes	RN_RUNX1_c	J24	83
AS-193	RN	Monocytes	RN_RUNX1_c	K1	53
AS-193	RN	Monocytes	RN_RUNX1_c	K2	463
AS-193	RN	Monocytes	RN_RUNX1_c	K3	1556
AS-193	RN	Monocytes	RN_RUNX1_c	K4	555
AS-193	RN	Monocytes	RN_RUNX1_c	K5	9
AS-193	RN	Monocytes	RN_RUNX1_c	K6	6600
AS-193	RN	Monocytes	RN_RUNX1_c	K7	556
AS-193	RN	Monocytes	RN_RUNX1_c	K8	1813
